"","obsn_num","house_price","income","in_cali","earthquake","epsilon"
"1",1,0.956527539647853,0.120594946426047,1,0,0.00355280751761579
"2",2,0.825386940729247,0.105356546827803,1,0,-0.0513957934097689
"3",3,0.248920755939971,0.104444036028884,1,1,-0.12329942420445
"4",4,0.850637947601127,0.114335805890367,1,0,-0.0710410818507095
"5",5,0.827542674169581,0.10490145491819,1,0,-0.0469646004213676
"6",6,0.651825667202907,0.0975920968653368,1,0,-0.186134817123778
"7",7,0.882104794848546,0.10577819710909,1,0,0.00321380930309781
"8",8,1.01130446914661,0.109334818072144,1,0,0.114630378785892
"9",9,0.92599210018154,0.0993843580427849,1,0,0.0790703099676156
"10",10,0.721460606389264,0.0951689349940886,1,0,-0.104384068581179
"11",11,0.683260970944922,0.0874570593192558,1,0,-0.104024325651357
"12",12,0.794327380844674,0.107355177752077,1,0,-0.0924485079157101
"13",13,0.768381364296292,0.083011637514496,1,0,0.0033231767238121
"14",14,0.794780320351854,0.111125368472848,1,0,-0.110846522012385
"15",15,0.667935340021852,0.0818854579319378,1,0,-0.0914919496378368
"16",16,0.910891005936473,0.108657376326053,1,0,0.0176041243062078
"17",17,0.658556550822332,0.082130790431661,1,0,-0.102097401335973
"18",18,0.349650296205318,0.0959359154262699,1,1,0.019970719073968
"19",19,1.12169992815587,0.103714121643304,1,0,0.253129319939348
"20",20,0.88114389382037,0.0962287536241746,1,0,0.050000125699497
"21",21,0.816476338505995,0.096503239613987,1,0,-0.0160398595639396
"22",22,0.822853036523653,0.101471899181475,1,0,-0.0345064593837201
"23",23,1.12848286285234,0.109984013209242,1,0,0.228562796806131
"24",24,0.825405322572229,0.101389163805111,1,0,-0.0315404964533271
"25",25,1.04244146100109,0.100794991938967,1,0,0.188466501306254
"26",26,0.909977204778155,0.107397539472291,1,0,0.0229895074167027
"27",27,0.826730719463286,0.0982329536619453,1,0,-0.0144340488464403
"28",28,1.00266708334663,0.111517175030338,1,0,0.0950812081949345
"29",29,0.963729712005536,0.0914466906553787,1,0,0.156496258728643
"30",30,0.729903732495418,0.0981776180032635,1,0,-0.110984357520899
"31",31,0.808647188231385,0.108583595098719,1,0,-0.084270787262212
"32",32,0.783361449373233,0.0961277476124402,1,0,-0.0472772886889676
"33",33,0.890398469406025,0.104182160081718,1,0,0.0194876689974353
"34",34,1.04688652427531,0.09930989098393,1,0,0.200337069355658
"35",35,0.721096092403147,0.0895868685157546,1,0,-0.0768382501756264
"36",36,0.709080208043841,0.101087154953854,1,0,-0.14635556672543
"37",37,0.86514719568332,0.104473161588855,1,0,-0.00721861226095439
"38",38,0.953555977888759,0.107139646993728,1,0,0.067857742920119
"39",39,0.418162259521766,0.0965560046882312,1,1,0.0853822360806102
"40",40,0.945946116617031,0.122108720011095,1,0,-0.0145974834384425
"41",41,0.697781962116564,0.0982176404485153,1,0,-0.143306240126013
"42",42,0.990878435508875,0.117868641484106,1,0,0.051535228088343
"43",43,0.979983101375512,0.0993401107101144,1,0,0.13328254782494
"44",44,0.973691034943249,0.106608184559678,1,0,0.0906501121448598
"45",45,0.99879869407908,0.116071398322563,1,0,0.0684417024662667
"46",46,0.743849758833953,0.093896252325288,1,0,-0.0756315027924867
"47",47,0.840128220092675,0.0920901986827169,1,0,0.0296772266790903
"48",48,0.744327037067134,0.103141349639764,1,0,-0.121379711131686
"49",49,1.08696159490631,0.113117086765601,1,0,0.1713761610783
"50",50,0.596996712871499,0.115603655638177,1,1,0.168978434680614
"51",51,0.37032634088047,0.0929571154621173,0,0,-0.194459236430117
"52",52,0.450430829975991,0.0846950188198949,0,0,-0.0730442641234835
"53",53,0.438671718330296,0.101841923724093,0,0,-0.170537900290167
"54",54,0.565229124874814,0.09942896865338,0,0,-0.0319157183920865
"55",55,0.560656281436798,0.0882892973184905,0,0,0.0192097948443459
"56",56,0.628714683328076,0.0886888501368864,0,0,0.0852704326436439
"57",57,0.591896234587004,0.112290771834007,0,0,-0.0695576245830293
"58",58,0.415295370952425,0.101702228575868,0,0,-0.193215771926914
"59",59,0.488910410065633,0.101650834198856,0,0,-0.119343760928649
"60",60,0.585634370969809,0.0853006779615742,0,0,0.0591309811619375
"61",61,0.564463129580151,0.11252807404434,0,0,-0.0981772406415504
"62",62,0.574107521948429,0.109222970297472,0,0,-0.0720073295389323
"63",63,0.531600402934205,0.0955581466890713,0,0,-0.0461903305111519
"64",64,0.673123002352514,0.104718606490042,0,0,0.0495299699023059
"65",65,0.438679917747111,0.0942423029989887,0,0,-0.132531597247832
"66",66,0.610548776099116,0.101949764608507,0,0,0.000799953056579972
"67",67,0.636036031380502,0.106815987060081,0,0,0.00195609608009695
"68",68,0.560692776181773,0.0971297106775308,0,0,-0.0249557772058812
"69",69,0.609036795325064,0.0952771339063613,0,0,0.0326511257932578
"70",70,0.545454513283178,0.104876443515866,0,0,-0.0789277042961533
"71",71,0.654088466801583,0.112578921186563,0,0,-0.00880613913123378
"72",72,0.642447280609233,0.0910679497542779,0,0,0.0871075318378429
"73",73,0.632332967971225,0.0954058529063221,0,0,0.0553037034396148
"74",74,0.332948365197462,0.0931547303561186,0,0,-0.232825286583131
"75",75,0.643121553260142,0.107009248377539,0,0,0.00807531137244492
"76",76,0.547580163489989,0.109405423731949,0,0,-0.0994469551697557
"77",77,0.694786721624319,0.103971521433677,0,0,0.0749291144559353
"78",78,0.643520334960465,0.102354177304352,0,0,0.0317494484387063
"79",79,0.482714891181347,0.108340798442358,0,0,-0.15898910103044
"80",80,0.675603658481276,0.0880189437604938,0,0,0.135508939678807
"81",81,0.656103746796421,0.100366784028878,0,0,0.0542698266520324
"82",82,0.637649063714282,0.0953641761423789,0,0,0.0608281830023873
"83",83,0.688139003145218,0.108830531883992,0,0,0.043986343725258
"84",84,0.455127367325731,0.0789318255136987,0,0,-0.0395317602427622
"85",85,0.661067709015376,0.105900869794078,0,0,0.0315633600449874
"86",86,0.919560689479225,0.0914486887687064,0,0,0.362317245635692
"87",87,0.706284269138264,0.100952871312492,0,0,0.101519912575805
"88",88,0.528285784814631,0.10357859004061,0,0,-0.0896071653884186
"89",89,0.758599160261154,0.0991313266948384,0,0,0.162942526786962
"90",90,0.750425200375333,0.10268234216096,0,0,0.137013489570531
"91",91,0.505701850748027,0.0892568532142043,0,0,-0.040582415322995
"92",92,0.513505402631542,0.105220338891363,0,0,-0.112596291825273
"93",93,0.532399100931666,0.101259032219293,0,0,-0.0738960601648017
"94",94,0.492575984236124,0.115471585343126,0,0,-0.184781942479506
"95",95,0.58217185781841,0.101792596686336,0,0,-0.026791125613268
"96",96,0.511755402951202,0.0986400597721918,0,0,-0.0814448959097566
"97",97,0.407611112786262,0.0676909637321153,0,0,-0.0308437058743142
"98",98,0.646317542325873,0.112647283413548,0,0,-0.0169188747418647
"99",99,0.524598091475893,0.093792826283885,0,0,-0.0443660399435322
"100",100,0.556757094600541,0.111165803609129,0,0,-0.0990719234451067
